iter	Logloss
242	0.09467334633
243	0.09450449581
244	0.09414837579
245	0.09389266335
246	0.09361630307
247	0.09316340548
248	0.092689492
249	0.09236771883
250	0.09222184138
251	0.09200326432
252	0.09145247197
253	0.09125436614
254	0.0909115966
255	0.09055166778
256	0.09032085906
257	0.09005553
258	0.08979057288
259	0.08964980375
260	0.0894187788
261	0.08913922883
262	0.08891014264
263	0.08859894075
264	0.08841548538
265	0.08800646847
266	0.08763078096
267	0.0871887375
268	0.08691422015
269	0.08645779178
270	0.0862370265
271	0.08607825972
272	0.08591362359
273	0.08554835559
274	0.08538452324
275	0.08518671475
276	0.08490588781
277	0.08448597219
278	0.0842392509
279	0.08401986319
280	0.08374180233
281	0.08348882712
282	0.08301633068
283	0.0827825246
284	0.08264471319
285	0.08250972048
286	0.08228289559
287	0.08187021365
288	0.08170007211
289	0.08144797989
290	0.08127276759
291	0.0810485155
292	0.08086912231
293	0.08064400626
294	0.08045909076
295	0.08024776353
296	0.07987810064
297	0.07967952194
298	0.0795452105
299	0.07927043171
300	0.07900961144
301	0.07881856916
302	0.07869457618
303	0.0785597615
304	0.07832131603
305	0.07813966562
306	0.07792221689
307	0.07768248149
308	0.07744748268
309	0.07703841412
310	0.07689932708
311	0.07679763744
312	0.07654504095
313	0.07647526518
314	0.07626978483
315	0.07584691677
316	0.07566178263
317	0.07544404216
318	0.07521402151
319	0.07476712591
320	0.07451204474
321	0.0743665012
322	0.07409929868
323	0.07389584014
324	0.07377278055
325	0.07349464136
326	0.07322193692
327	0.0729068709
328	0.0726443073
329	0.07238140722
330	0.07226575323
331	0.07204265194
332	0.07187978718
333	0.07157594354
334	0.07130713344
335	0.07110910524
336	0.07098599021
337	0.07074742318
338	0.07056300209
339	0.07046308588
340	0.07024704652
341	0.06997970401
342	0.06971758434
343	0.06941256193
344	0.06926899901
345	0.0691012312
346	0.06886570836
347	0.06853315512
348	0.06829484124
349	0.06791180416
350	0.06774869473
351	0.06761431048
352	0.06751238329
353	0.06741765542
354	0.06732282592
355	0.06706596164
356	0.0669439499
357	0.06680225475
358	0.06661133327
359	0.06646390778
360	0.06630276685
361	0.06615763158
362	0.06598966473
363	0.06582915638
364	0.06551110439
365	0.06522848503
366	0.06499413608
367	0.06489749636
368	0.06469031431
369	0.06444263612
370	0.0641911938
371	0.06408264685
372	0.06396777359
373	0.06384385409
374	0.06364502837
375	0.0634123331
376	0.06329433817
377	0.06313541219
378	0.06298640978
379	0.06286174896
380	0.06264847308
381	0.06239901965
382	0.06224934586
383	0.06205099016
384	0.06183425509
385	0.06157814942
386	0.06143449125
387	0.06137153339
388	0.06099004463
389	0.06068961677
390	0.06054453502
391	0.06036533559
392	0.06020719667
393	0.06001261427
394	0.05990233601
395	0.05980412439
396	0.05956332906
397	0.05944418542
398	0.05929843402
399	0.05920003271
400	0.05899858043
401	0.05880783179
402	0.05868213083
403	0.0585053611
404	0.05823812829
405	0.0580529217
406	0.0579122482
407	0.05763503956
408	0.05744791166
409	0.05733496426
410	0.05728236314
411	0.05712061732
412	0.0570205433
413	0.05684009395
414	0.05674702008
415	0.05656603505
416	0.05639557438
417	0.05627760735
418	0.05617723326
419	0.05607341343
420	0.05596199382
421	0.05582941293
422	0.05560840552
423	0.05554671722
424	0.05541276562
425	0.05523099727
426	0.05510667055
427	0.05497634637
428	0.05479173111
429	0.05462832526
430	0.05450672984
431	0.0543016918
432	0.05409626227
433	0.0539946151
434	0.05387801507
435	0.05374650554
436	0.05364051608
437	0.05353846492
438	0.05341742105
439	0.05322787569
440	0.05313468685
441	0.05303522649
442	0.05293293029
443	0.05278171438
444	0.05260994373
445	0.05248505276
446	0.05234557285
447	0.05225552976
448	0.05213020024
449	0.0520425271
450	0.05184444587
451	0.05170968601
452	0.05158547173
453	0.0514823362
454	0.05132364133
455	0.05117763411
456	0.05108721642
457	0.05097140976
458	0.05083876861
459	0.05064030812
460	0.05051784213
461	0.05040594218
462	0.05030525956
463	0.05015071466
464	0.05003179683
465	0.04992006187
466	0.0498396357
467	0.04971621345
468	0.04952456918
469	0.04942343581
470	0.04927270562
471	0.04913578415
472	0.0489829344
473	0.04881245504
474	0.04869963876
475	0.04860849356
476	0.04840851284
477	0.04828251542
478	0.04821323155
479	0.04807474919
480	0.04799343397
481	0.04792222572
482	0.0478558128
483	0.04778984047
484	0.04769986271
485	0.0475781851
486	0.04747708204
487	0.04737346142
488	0.04726801972
489	0.04717538442
490	0.04702216405
491	0.04688447701
492	0.04679245195
493	0.04671321194
494	0.04660582377
495	0.04650577096
496	0.04633247238
497	0.04624748295
498	0.04615140462
499	0.04598046602
500	0.04588197995
501	0.04573663741
502	0.04560573597
503	0.04552318886
504	0.04541978375
505	0.04531851597
506	0.04523931564
507	0.04516144867
508	0.04503303856
509	0.044961946
510	0.04488920122
511	0.04469454464
512	0.04462595514
513	0.04456499382
514	0.04448351343
515	0.04431061072
516	0.04418017094
517	0.04403034049
518	0.04392211002
519	0.04379710864
520	0.04367995833
521	0.0435663262
522	0.04348848792
523	0.04339038431
524	0.0432596975
525	0.04317738526
526	0.04306176303
527	0.04299533582
528	0.04292629643
529	0.04289439603
530	0.04281525332
531	0.04272940282
532	0.04260432825
533	0.04251213148
534	0.04243937165
535	0.04235427645
536	0.04225649573
537	0.04217530794
538	0.04199725752
539	0.04181112072
540	0.04171793117
541	0.04163248892
542	0.04152865957
543	0.041456185
544	0.04137520715
545	0.04127533507
546	0.04110037792
547	0.0410411812
548	0.04099930902
549	0.04088206188
550	0.04079460973
551	0.04068499182
552	0.04059281585
553	0.04054562747
554	0.04046435193
555	0.04040812823
556	0.04032096915
557	0.04021425788
558	0.04012168096
559	0.03997750997
560	0.03986775321
561	0.03975819534
562	0.03960679046
563	0.03954654039
564	0.03944241495
